$probe$platform|id|0|#
$probe$platform|v|1|#
probe|id|0|#
probe|c_tinyint|1|#
probe|c_smallint|1|#
probe|c_int|1|#
probe|c_bigint|1|#
probe|c_bit|1|#
probe|c_dec38_20|1|#
probe|c_dec18_2|1|#
probe|c_dec5_0|1|#
probe|c_datetime|1|#
probe|c_datetime2_7|1|#
probe|c_datetime2_3|1|#
probe|c_datetime2_0|1|#
probe|c_date|1|#
probe|c_time7|1|#
probe|c_time0|1|#
probe|c_guid|1|#
probe|c_nvarchar|1|#
probe|c_varchar|1|#
probe|c_nchar|1|#
probe|c_char|1|#
probe|c_binary|1|#
probe|c_varbinary|1|#
probe|c_real|1|#
probe|c_float|1|#
probe_altered|id|0|#
probe_altered|b|1|#
probe_altered|d|1|#
probe_altered|b1|1|#
probe_altered|b2|1|#
probe_altered|e|1|#
probe_altered|f|1|#
probe_altered|b3|1|#
probe_altered|g|1|#
probe_altered_page|id|0|#
probe_altered_page|b|1|#
probe_altered_page|d|1|#
probe_altered_page|b1|1|#
probe_altered_page|b2|1|#
probe_altered_page|e|1|#
probe_altered_page|f|1|#
probe_altered_page|b3|1|#
probe_dense|id|0|#
probe_dense|grp|0|#
probe_dense|amount|0|#
probe_dense|posted|0|#
probe_dense|note|0|#
probe_ghost|id|0|#
probe_ghost|val|0|#
probe_ghost|amt|0|#
probe_heap|id|0|#
probe_heap|txt|1|#
probe_heap|amt|1|#
probe_lob|id|0|#
probe_lob|c_image|1|#
probe_lob|c_text|1|#
probe_lob|c_ntext|1|#
probe_lob|c_vbmax|1|#
probe_lob|c_nvmax|1|#
probe_lob_page|id|0|#
probe_lob_page|c_image|1|#
probe_lob_page|c_vbmax|1|#
probe_lob_page|c_nvmax|1|#
probe_lob_upd|id|0|#
probe_lob_upd|c_image|1|#
probe_lob_upd|c_text|1|#
probe_lob2|id|0|#
probe_lob2|c_image|1|#
probe_lob2|c_vbmax|1|#
probe_notnull|id|0|#
probe_notnull|n_tinyint|0|#
probe_notnull|n_smallint|0|#
probe_notnull|n_int|0|#
probe_notnull|n_bigint|0|#
probe_notnull|n_bit|0|#
probe_notnull|n_dec38_20|0|#
probe_notnull|n_dec18_2|0|#
probe_notnull|n_dec5_0|0|#
probe_notnull|n_datetime|0|#
probe_notnull|n_datetime2_7|0|#
probe_notnull|n_datetime2_0|0|#
probe_notnull|n_date|0|#
probe_notnull|n_time7|0|#
probe_notnull|n_time0|0|#
probe_notnull|n_guid|0|#
probe_notnull|n_nvarchar|0|#
probe_notnull|n_varchar|0|#
probe_notnull|n_nchar|0|#
probe_notnull|n_char|0|#
probe_notnull|n_binary|0|#
probe_notnull|n_varbinary|0|#
probe_notnull|n_real|0|#
probe_notnull|n_float|0|#
probe_notnull|n_vbmax|0|#
probe_notnull|n_nvmax|0|#
probe_notnull|n_ver|0|#
probe_oddnames|id|0|#
probe_oddnames|pad |1|#
probe_oddnames| pad|1|#
probe_oddnames|amt|1|#
probe_overflow|id|0|#
probe_overflow|v1|0|#
probe_overflow|v2|0|#
probe_overflow|n1|0|#
probe_page|id|0|#
probe_page|c_tinyint|1|#
probe_page|c_smallint|1|#
probe_page|c_int|1|#
probe_page|c_bigint|1|#
probe_page|c_bit|1|#
probe_page|c_dec38_20|1|#
probe_page|c_dec18_2|1|#
probe_page|c_dec5_0|1|#
probe_page|c_datetime|1|#
probe_page|c_datetime2_7|1|#
probe_page|c_datetime2_3|1|#
probe_page|c_datetime2_0|1|#
probe_page|c_date|1|#
probe_page|c_time7|1|#
probe_page|c_time0|1|#
probe_page|c_guid|1|#
probe_page|c_nvarchar|1|#
probe_page|c_varchar|1|#
probe_page|c_nchar|1|#
probe_page|c_char|1|#
probe_page|c_binary|1|#
probe_page|c_varbinary|1|#
probe_page|c_real|1|#
probe_page|c_float|1|#
probe_row|id|0|#
probe_row|c_tinyint|1|#
probe_row|c_smallint|1|#
probe_row|c_int|1|#
probe_row|c_bigint|1|#
probe_row|c_bit|1|#
probe_row|c_dec38_20|1|#
probe_row|c_dec18_2|1|#
probe_row|c_dec5_0|1|#
probe_row|c_datetime|1|#
probe_row|c_datetime2_7|1|#
probe_row|c_datetime2_3|1|#
probe_row|c_datetime2_0|1|#
probe_row|c_date|1|#
probe_row|c_time7|1|#
probe_row|c_time0|1|#
probe_row|c_guid|1|#
probe_row|c_nvarchar|1|#
probe_row|c_varchar|1|#
probe_row|c_nchar|1|#
probe_row|c_char|1|#
probe_row|c_binary|1|#
probe_row|c_varbinary|1|#
probe_row|c_real|1|#
probe_row|c_float|1|#
probe_tracked|id|0|#
probe_tracked|g|0|#
probe_tracked|txt|1|#
probe_tracked|amt|1|#
probe_wide|id|0|#
probe_wide|c1|1|#
probe_wide|c2|1|#
probe_wide|c3|1|#
probe_wide|c4|1|#
probe_wide|c5|1|#
probe_wide|c6|1|#
probe_wide|c7|1|#
probe_wide|c8|1|#
probe_wide|c9|1|#
probe_wide|c10|1|#
probe_wide|c11|1|#
probe_wide|c12|1|#
probe_wide|c13|1|#
probe_wide|c14|1|#
probe_wide|c15|1|#
probe_wide|c16|1|#
probe_wide|c17|1|#
probe_wide|c18|1|#
probe_wide|c19|1|#
probe_wide|c20|1|#
probe_wide|c21|1|#
probe_wide|c22|1|#
probe_wide|c23|1|#
probe_wide|c24|1|#
probe_wide|c25|1|#
probe_wide|c26|1|#
